OrderID;ProductID;ProductName;LineItemTotal;ShippedDate;ShipCountry
10388;45;Rogede sild;114.0000;1996-12-20 00:00:00;UK
10388;52;Filo Mix;112.0000;1996-12-20 00:00:00;UK
10388;53;Perth Pasties;1048.0000;1996-12-20 00:00:00;UK
10389;10;Ikura;396.8000;1996-12-24 00:00:00;Canada
10389;55;Pâté chinois;288.0000;1996-12-24 00:00:00;Canada
10389;62;Tarte au sucre;788.0000;1996-12-24 00:00:00;Canada
10389;70;Outback Lager;360.0000;1996-12-24 00:00:00;Canada
10390;31;Gorgonzola Telino;600.0000;1996-12-26 00:00:00;Austria
10390;35;Steeleye Stout;576.0000;1996-12-26 00:00:00;Austria
10390;46;Spegesild;432.0000;1996-12-26 00:00:00;Austria
10390;72;Mozzarella di Giovanni;667.2000;1996-12-26 00:00:00;Austria
10391;13;Konbu;86.4000;1996-12-31 00:00:00;Germany
10392;69;Gudbrandsdalsost;1440.0000;1997-01-01 00:00:00;Austria
10393;2;Chang;380.0000;1997-01-03 00:00:00;USA
10393;14;Tofu;781.2000;1997-01-03 00:00:00;USA
10393;25;NuNuCa Nuß-Nougat-Creme;78.4000;1997-01-03 00:00:00;USA
10393;26;Gumbär Gummibärchen;1743.0000;1997-01-03 00:00:00;USA
10393;31;Gorgonzola Telino;320.0000;1997-01-03 00:00:00;USA
10394;13;Konbu;48.0000;1997-01-03 00:00:00;USA
10394;62;Tarte au sucre;394.0000;1997-01-03 00:00:00;USA
10395;46;Spegesild;268.8000;1997-01-03 00:00:00;Venezuela
10395;53;Perth Pasties;1834.0000;1997-01-03 00:00:00;Venezuela
10395;69;Gudbrandsdalsost;230.4000;1997-01-03 00:00:00;Venezuela
10396;23;Tunnbröd;288.0000;1997-01-06 00:00:00;Germany
10396;71;Flotemysost;1032.0000;1997-01-06 00:00:00;Germany
10396;72;Mozzarella di Giovanni;583.8000;1997-01-06 00:00:00;Germany
10397;21;Sir Rodney's Scones;80.0000;1997-01-02 00:00:00;Portugal
10397;51;Manjimup Dried Apples;763.2000;1997-01-02 00:00:00;Portugal
10398;35;Steeleye Stout;432.0000;1997-01-09 00:00:00;USA
10398;55;Pâté chinois;2304.0000;1997-01-09 00:00:00;USA
10399;68;Scottish Longbreads;600.0000;1997-01-08 00:00:00;Denmark
10399;71;Flotemysost;516.0000;1997-01-08 00:00:00;Denmark
10399;76;Lakkalikööri;504.0000;1997-01-08 00:00:00;Denmark
10399;77;Original Frankfurter grüne Soße;145.6000;1997-01-08 00:00:00;Denmark
10400;29;Thüringer Rostbratwurst;2079.0000;1997-01-16 00:00:00;UK
10400;35;Steeleye Stout;504.0000;1997-01-16 00:00:00;UK
10400;49;Maxilaku;480.0000;1997-01-16 00:00:00;UK
10401;30;Nord-Ost Matjeshering;372.6000;1997-01-10 00:00:00;USA
10401;56;Gnocchi di nonna Alice;2128.0000;1997-01-10 00:00:00;USA
10401;65;Louisiana Fiery Hot Pepper Sauce;336.0000;1997-01-10 00:00:00;USA
10401;71;Flotemysost;1032.0000;1997-01-10 00:00:00;USA
10402;23;Tunnbröd;432.0000;1997-01-10 00:00:00;Austria
10402;63;Vegie-spread;2281.5000;1997-01-10 00:00:00;Austria
10403;16;Pavlova;291.9000;1997-01-09 00:00:00;Austria
10403;48;Chocolade;714.0000;1997-01-09 00:00:00;Austria
10404;26;Gumbär Gummibärchen;747.0000;1997-01-08 00:00:00;Italy
10404;42;Singaporean Hokkien Fried Mee;448.0000;1997-01-08 00:00:00;Italy
10404;49;Maxilaku;480.0000;1997-01-08 00:00:00;Italy
10405;3;Aniseed Syrup;400.0000;1997-01-22 00:00:00;Venezuela
10406;1;Chai;144.0000;1997-01-13 00:00:00;Brazil
10406;21;Sir Rodney's Scones;240.0000;1997-01-13 00:00:00;Brazil
10406;28;Rössle Sauerkraut;1528.8000;1997-01-13 00:00:00;Brazil
10406;36;Inlagd Sill;76.0000;1997-01-13 00:00:00;Brazil
10406;40;Boston Crab Meat;29.4000;1997-01-13 00:00:00;Brazil
10407;11;Queso Cabrales;504.0000;1997-01-30 00:00:00;Germany
10407;69;Gudbrandsdalsost;432.0000;1997-01-30 00:00:00;Germany
10407;71;Flotemysost;258.0000;1997-01-30 00:00:00;Germany
10408;37;Gravad lax;208.0000;1997-01-14 00:00:00;France
10408;54;Tourtiere;35.4000;1997-01-14 00:00:00;France
10408;62;Tarte au sucre;1379.0000;1997-01-14 00:00:00;France
10409;14;Tofu;223.2000;1997-01-14 00:00:00;Argentina
10409;21;Sir Rodney's Scones;96.0000;1997-01-14 00:00:00;Argentina
10410;33;Geitost;98.0000;1997-01-15 00:00:00;Canada
10410;59;Raclette Courdavault;704.0000;1997-01-15 00:00:00;Canada
10411;41;Jack's New England Clam Chowder;192.5000;1997-01-21 00:00:00;Canada
10411;44;Gula Malacca;620.0000;1997-01-21 00:00:00;Canada
10411;59;Raclette Courdavault;396.0000;1997-01-21 00:00:00;Canada
10412;14;Tofu;372.0000;1997-01-15 00:00:00;Finland
10413;1;Chai;345.6000;1997-01-16 00:00:00;France
10413;62;Tarte au sucre;1576.0000;1997-01-16 00:00:00;France
10413;76;Lakkalikööri;201.6000;1997-01-16 00:00:00;France
10414;19;Teatime Chocolate Biscuits;131.4000;1997-01-17 00:00:00;Brazil
10414;33;Geitost;100.0000;1997-01-17 00:00:00;Brazil
10415;17;Alice Mutton;62.4000;1997-01-24 00:00:00;USA
10415;33;Geitost;40.0000;1997-01-24 00:00:00;USA
10416;19;Teatime Chocolate Biscuits;146.0000;1997-01-27 00:00:00;Finland
10416;53;Perth Pasties;262.0000;1997-01-27 00:00:00;Finland
10416;57;Ravioli Angelo;312.0000;1997-01-27 00:00:00;Finland
10417;38;Côte de Blaye;10540.0000;1997-01-28 00:00:00;Denmark
10417;46;Spegesild;19.2000;1997-01-28 00:00:00;Denmark
10417;68;Scottish Longbreads;360.0000;1997-01-28 00:00:00;Denmark
10417;77;Original Frankfurter grüne Soße;364.0000;1997-01-28 00:00:00;Denmark
10418;2;Chang;912.0000;1997-01-24 00:00:00;Germany
10418;47;Zaanse koeken;418.0000;1997-01-24 00:00:00;Germany
10418;61;Sirop d'érable;364.8000;1997-01-24 00:00:00;Germany
10418;74;Longlife Tofu;120.0000;1997-01-24 00:00:00;Germany
10419;60;Camembert Pierrot;1632.0000;1997-01-30 00:00:00;Switzerland
10419;69;Gudbrandsdalsost;576.0000;1997-01-30 00:00:00;Switzerland
10420;9;Mishi Kobe Niku;1552.0000;1997-01-27 00:00:00;Brazil
10420;13;Konbu;9.6000;1997-01-27 00:00:00;Brazil
10420;70;Outback Lager;96.0000;1997-01-27 00:00:00;Brazil
10420;73;Röd Kaviar;240.0000;1997-01-27 00:00:00;Brazil
10421;19;Teatime Chocolate Biscuits;29.2000;1997-01-27 00:00:00;Brazil
10421;26;Gumbär Gummibärchen;747.0000;1997-01-27 00:00:00;Brazil
10421;53;Perth Pasties;393.0000;1997-01-27 00:00:00;Brazil
10421;77;Original Frankfurter grüne Soße;104.0000;1997-01-27 00:00:00;Brazil
10422;26;Gumbär Gummibärchen;49.8000;1997-01-31 00:00:00;Italy
10423;31;Gorgonzola Telino;140.0000;1997-02-24 00:00:00;Brazil
10423;59;Raclette Courdavault;880.0000;1997-02-24 00:00:00;Brazil
10424;35;Steeleye Stout;864.0000;1997-01-27 00:00:00;Canada
10424;38;Côte de Blaye;10329.2000;1997-01-27 00:00:00;Canada
10424;68;Scottish Longbreads;300.0000;1997-01-27 00:00:00;Canada
10425;55;Pâté chinois;192.0000;1997-02-14 00:00:00;France
10425;76;Lakkalikööri;288.0000;1997-02-14 00:00:00;France
10426;56;Gnocchi di nonna Alice;152.0000;1997-02-06 00:00:00;Spain
10426;64;Wimmers gute Semmelknödel;186.2000;1997-02-06 00:00:00;Spain
10427;14;Tofu;651.0000;1997-03-03 00:00:00;Austria
10428;46;Spegesild;192.0000;1997-02-04 00:00:00;Italy
10429;50;Valkoinen suklaa;520.0000;1997-02-07 00:00:00;Ireland
10429;63;Vegie-spread;1228.5000;1997-02-07 00:00:00;Ireland
10430;17;Alice Mutton;1404.0000;1997-02-03 00:00:00;Austria
10430;21;Sir Rodney's Scones;400.0000;1997-02-03 00:00:00;Austria
10430;56;Gnocchi di nonna Alice;912.0000;1997-02-03 00:00:00;Austria
10430;59;Raclette Courdavault;3080.0000;1997-02-03 00:00:00;Austria
10431;17;Alice Mutton;1560.0000;1997-02-07 00:00:00;Canada
10431;40;Boston Crab Meat;735.0000;1997-02-07 00:00:00;Canada
10431;47;Zaanse koeken;228.0000;1997-02-07 00:00:00;Canada
10432;26;Gumbär Gummibärchen;249.0000;1997-02-07 00:00:00;USA
10432;54;Tourtiere;236.0000;1997-02-07 00:00:00;USA
10433;56;Gnocchi di nonna Alice;851.2000;1997-03-04 00:00:00;Portugal
10434;11;Queso Cabrales;100.8000;1997-02-13 00:00:00;Sweden
10434;76;Lakkalikööri;259.2000;1997-02-13 00:00:00;Sweden
10435;2;Chang;152.0000;1997-02-07 00:00:00;UK
10435;22;Gustaf's Knäckebröd;201.6000;1997-02-07 00:00:00;UK
10435;72;Mozzarella di Giovanni;278.0000;1997-02-07 00:00:00;UK
10436;46;Spegesild;48.0000;1997-02-11 00:00:00;France
10436;56;Gnocchi di nonna Alice;1216.0000;1997-02-11 00:00:00;France
10436;64;Wimmers gute Semmelknödel;798.0000;1997-02-11 00:00:00;France
10436;75;Rhönbräu Klosterbier;148.8000;1997-02-11 00:00:00;France
10437;53;Perth Pasties;393.0000;1997-02-12 00:00:00;Finland
10438;19;Teatime Chocolate Biscuits;109.5000;1997-02-14 00:00:00;Germany
10438;34;Sasquatch Ale;224.0000;1997-02-14 00:00:00;Germany
10438;57;Ravioli Angelo;234.0000;1997-02-14 00:00:00;Germany
10439;12;Queso Manchego La Pastora;456.0000;1997-02-10 00:00:00;Canada
10439;16;Pavlova;222.4000;1997-02-10 00:00:00;Canada
10439;64;Wimmers gute Semmelknödel;159.6000;1997-02-10 00:00:00;Canada
10439;74;Longlife Tofu;240.0000;1997-02-10 00:00:00;Canada
10440;2;Chang;684.0000;1997-02-28 00:00:00;USA
10440;16;Pavlova;681.1000;1997-02-28 00:00:00;USA
10440;29;Thüringer Rostbratwurst;2376.0000;1997-02-28 00:00:00;USA
10440;61;Sirop d'érable;2052.0000;1997-02-28 00:00:00;USA
10441;27;Schoggi Schokolade;1755.0000;1997-03-14 00:00:00;USA
10442;11;Queso Cabrales;504.0000;1997-02-18 00:00:00;Austria
10442;54;Tourtiere;472.0000;1997-02-18 00:00:00;Austria
10442;66;Louisiana Hot Spiced Okra;816.0000;1997-02-18 00:00:00;Austria
10443;11;Queso Cabrales;100.8000;1997-02-14 00:00:00;Italy
10443;28;Rössle Sauerkraut;436.8000;1997-02-14 00:00:00;Italy
10444;17;Alice Mutton;312.0000;1997-02-21 00:00:00;Sweden
10444;26;Gumbär Gummibärchen;373.5000;1997-02-21 00:00:00;Sweden
10444;35;Steeleye Stout;115.2000;1997-02-21 00:00:00;Sweden
10444;41;Jack's New England Clam Chowder;231.0000;1997-02-21 00:00:00;Sweden
10445;39;Chartreuse verte;86.4000;1997-02-20 00:00:00;Sweden
10445;54;Tourtiere;88.5000;1997-02-20 00:00:00;Sweden
10446;19;Teatime Chocolate Biscuits;87.6000;1997-02-19 00:00:00;Germany
10446;24;Guaraná Fantástica;72.0000;1997-02-19 00:00:00;Germany
10446;31;Gorgonzola Telino;30.0000;1997-02-19 00:00:00;Germany
10446;52;Filo Mix;84.0000;1997-02-19 00:00:00;Germany
10447;19;Teatime Chocolate Biscuits;292.0000;1997-03-07 00:00:00;Brazil
10447;65;Louisiana Fiery Hot Pepper Sauce;588.0000;1997-03-07 00:00:00;Brazil
10447;71;Flotemysost;34.4000;1997-03-07 00:00:00;Brazil
10448;26;Gumbär Gummibärchen;149.4000;1997-02-24 00:00:00;Argentina
10448;40;Boston Crab Meat;294.0000;1997-02-24 00:00:00;Argentina
10449;10;Ikura;347.2000;1997-02-27 00:00:00;France
10449;52;Filo Mix;112.0000;1997-02-27 00:00:00;France
10449;62;Tarte au sucre;1379.0000;1997-02-27 00:00:00;France
10450;10;Ikura;496.0000;1997-03-11 00:00:00;France
10450;54;Tourtiere;35.4000;1997-03-11 00:00:00;France
10451;55;Pâté chinois;2304.0000;1997-03-12 00:00:00;Germany
10451;64;Wimmers gute Semmelknödel;931.0000;1997-03-12 00:00:00;Germany
10451;65;Louisiana Fiery Hot Pepper Sauce;470.4000;1997-03-12 00:00:00;Germany
10451;77;Original Frankfurter grüne Soße;572.0000;1997-03-12 00:00:00;Germany
10452;28;Rössle Sauerkraut;546.0000;1997-02-26 00:00:00;USA
10452;44;Gula Malacca;1550.0000;1997-02-26 00:00:00;USA
10453;48;Chocolade;153.0000;1997-02-26 00:00:00;UK
10453;70;Outback Lager;300.0000;1997-02-26 00:00:00;UK
10454;16;Pavlova;278.0000;1997-02-25 00:00:00;France
10454;33;Geitost;40.0000;1997-02-25 00:00:00;France
10454;46;Spegesild;96.0000;1997-02-25 00:00:00;France
10455;39;Chartreuse verte;288.0000;1997-03-03 00:00:00;Finland
10455;53;Perth Pasties;1310.0000;1997-03-03 00:00:00;Finland
10455;61;Sirop d'érable;570.0000;1997-03-03 00:00:00;Finland
10455;71;Flotemysost;516.0000;1997-03-03 00:00:00;Finland
10456;21;Sir Rodney's Scones;320.0000;1997-02-28 00:00:00;Germany
10456;49;Maxilaku;336.0000;1997-02-28 00:00:00;Germany
10457;59;Raclette Courdavault;1584.0000;1997-03-03 00:00:00;Germany
10458;26;Gumbär Gummibärchen;747.0000;1997-03-04 00:00:00;Belgium
10458;28;Rössle Sauerkraut;1092.0000;1997-03-04 00:00:00;Belgium
10458;43;Ipoh Coffee;736.0000;1997-03-04 00:00:00;Belgium
10458;56;Gnocchi di nonna Alice;456.0000;1997-03-04 00:00:00;Belgium
10458;71;Flotemysost;860.0000;1997-03-04 00:00:00;Belgium
10459;7;Uncle Bob's Organic Dried Pears;384.0000;1997-02-28 00:00:00;France
10459;46;Spegesild;192.0000;1997-02-28 00:00:00;France
10459;72;Mozzarella di Giovanni;1112.0000;1997-02-28 00:00:00;France
10460;68;Scottish Longbreads;210.0000;1997-03-03 00:00:00;Sweden
10460;75;Rhönbräu Klosterbier;24.8000;1997-03-03 00:00:00;Sweden
10461;21;Sir Rodney's Scones;320.0000;1997-03-05 00:00:00;Venezuela
10461;30;Nord-Ost Matjeshering;579.6000;1997-03-05 00:00:00;Venezuela
10461;55;Pâté chinois;1152.0000;1997-03-05 00:00:00;Venezuela
10462;13;Konbu;4.8000;1997-03-18 00:00:00;UK
10462;23;Tunnbröd;151.2000;1997-03-18 00:00:00;UK
10463;19;Teatime Chocolate Biscuits;153.3000;1997-03-06 00:00:00;Belgium
10463;42;Singaporean Hokkien Fried Mee;560.0000;1997-03-06 00:00:00;Belgium
10464;4;Chef Anton's Cajun Seasoning;281.6000;1997-03-14 00:00:00;Portugal
10464;43;Ipoh Coffee;110.4000;1997-03-14 00:00:00;Portugal
10464;56;Gnocchi di nonna Alice;912.0000;1997-03-14 00:00:00;Portugal
10464;60;Camembert Pierrot;544.0000;1997-03-14 00:00:00;Portugal
10465;24;Guaraná Fantástica;90.0000;1997-03-14 00:00:00;Denmark
10465;29;Thüringer Rostbratwurst;1782.0000;1997-03-14 00:00:00;Denmark
10465;40;Boston Crab Meat;294.0000;1997-03-14 00:00:00;Denmark
10465;45;Rogede sild;228.0000;1997-03-14 00:00:00;Denmark
10465;50;Valkoinen suklaa;325.0000;1997-03-14 00:00:00;Denmark
10466;11;Queso Cabrales;168.0000;1997-03-13 00:00:00;Brazil
10466;46;Spegesild;48.0000;1997-03-13 00:00:00;Brazil
10467;24;Guaraná Fantástica;100.8000;1997-03-11 00:00:00;Italy
10467;25;NuNuCa Nuß-Nougat-Creme;134.4000;1997-03-11 00:00:00;Italy
10468;30;Nord-Ost Matjeshering;165.6000;1997-03-12 00:00:00;Germany
10468;43;Ipoh Coffee;552.0000;1997-03-12 00:00:00;Germany
10469;2;Chang;608.0000;1997-03-14 00:00:00;USA
10469;16;Pavlova;486.5000;1997-03-14 00:00:00;USA
10469;44;Gula Malacca;31.0000;1997-03-14 00:00:00;USA
10470;18;Carnarvon Tigers;1500.0000;1997-03-14 00:00:00;France
10470;23;Tunnbröd;108.0000;1997-03-14 00:00:00;France
10470;64;Wimmers gute Semmelknödel;212.8000;1997-03-14 00:00:00;France
10471;7;Uncle Bob's Organic Dried Pears;720.0000;1997-03-18 00:00:00;UK
10471;56;Gnocchi di nonna Alice;608.0000;1997-03-18 00:00:00;UK
10472;24;Guaraná Fantástica;288.0000;1997-03-19 00:00:00;UK
10472;51;Manjimup Dried Apples;763.2000;1997-03-19 00:00:00;UK
10473;33;Geitost;24.0000;1997-03-21 00:00:00;UK
10473;71;Flotemysost;206.4000;1997-03-21 00:00:00;UK
10474;14;Tofu;223.2000;1997-03-21 00:00:00;Mexico
10474;28;Rössle Sauerkraut;655.2000;1997-03-21 00:00:00;Mexico
10474;40;Boston Crab Meat;308.7000;1997-03-21 00:00:00;Mexico
10474;75;Rhönbräu Klosterbier;62.0000;1997-03-21 00:00:00;Mexico
10475;31;Gorgonzola Telino;350.0000;1997-04-04 00:00:00;Belgium
10475;66;Louisiana Hot Spiced Okra;816.0000;1997-04-04 00:00:00;Belgium
10475;76;Lakkalikööri;604.8000;1997-04-04 00:00:00;Belgium
10476;55;Pâté chinois;38.4000;1997-03-24 00:00:00;Venezuela
10476;70;Outback Lager;144.0000;1997-03-24 00:00:00;Venezuela
10477;1;Chai;216.0000;1997-03-25 00:00:00;Portugal
10477;21;Sir Rodney's Scones;168.0000;1997-03-25 00:00:00;Portugal
10477;39;Chartreuse verte;288.0000;1997-03-25 00:00:00;Portugal
10478;10;Ikura;496.0000;1997-03-26 00:00:00;France
10479;38;Côte de Blaye;6324.0000;1997-03-21 00:00:00;USA
10479;53;Perth Pasties;733.6000;1997-03-21 00:00:00;USA
10479;59;Raclette Courdavault;2640.0000;1997-03-21 00:00:00;USA
10479;64;Wimmers gute Semmelknödel;798.0000;1997-03-21 00:00:00;USA
10480;47;Zaanse koeken;228.0000;1997-03-24 00:00:00;France
10480;59;Raclette Courdavault;528.0000;1997-03-24 00:00:00;France
10481;49;Maxilaku;384.0000;1997-03-25 00:00:00;Brazil
10481;60;Camembert Pierrot;1088.0000;1997-03-25 00:00:00;Brazil
10482;40;Boston Crab Meat;147.0000;1997-04-10 00:00:00;USA
10483;34;Sasquatch Ale;392.0000;1997-04-25 00:00:00;USA
10483;77;Original Frankfurter grüne Soße;312.0000;1997-04-25 00:00:00;USA
10484;21;Sir Rodney's Scones;112.0000;1997-04-01 00:00:00;UK
10484;40;Boston Crab Meat;147.0000;1997-04-01 00:00:00;UK
10484;51;Manjimup Dried Apples;127.2000;1997-04-01 00:00:00;UK
10485;2;Chang;304.0000;1997-03-31 00:00:00;Venezuela
10485;3;Aniseed Syrup;160.0000;1997-03-31 00:00:00;Venezuela
10485;55;Pâté chinois;576.0000;1997-03-31 00:00:00;Venezuela
10485;70;Outback Lager;720.0000;1997-03-31 00:00:00;Venezuela
10486;11;Queso Cabrales;84.0000;1997-04-02 00:00:00;Venezuela
10486;51;Manjimup Dried Apples;1060.0000;1997-04-02 00:00:00;Venezuela
10486;74;Longlife Tofu;128.0000;1997-04-02 00:00:00;Venezuela
10487;19;Teatime Chocolate Biscuits;36.5000;1997-03-28 00:00:00;Brazil
10487;26;Gumbär Gummibärchen;747.0000;1997-03-28 00:00:00;Brazil
10487;54;Tourtiere;141.6000;1997-03-28 00:00:00;Brazil
10488;59;Raclette Courdavault;1320.0000;1997-04-02 00:00:00;Germany
10488;73;Röd Kaviar;240.0000;1997-04-02 00:00:00;Germany
10489;11;Queso Cabrales;252.0000;1997-04-09 00:00:00;Austria
10489;16;Pavlova;250.2000;1997-04-09 00:00:00;Austria
10490;59;Raclette Courdavault;2640.0000;1997-04-03 00:00:00;Venezuela
10490;68;Scottish Longbreads;300.0000;1997-04-03 00:00:00;Venezuela
10490;75;Rhönbräu Klosterbier;223.2000;1997-04-03 00:00:00;Venezuela
10491;44;Gula Malacca;232.5000;1997-04-08 00:00:00;Portugal
10491;77;Original Frankfurter grüne Soße;72.8000;1997-04-08 00:00:00;Portugal
10492;25;NuNuCa Nuß-Nougat-Creme;672.0000;1997-04-11 00:00:00;Canada
10492;42;Singaporean Hokkien Fried Mee;224.0000;1997-04-11 00:00:00;Canada
10493;65;Louisiana Fiery Hot Pepper Sauce;252.0000;1997-04-10 00:00:00;France
10493;66;Louisiana Hot Spiced Okra;136.0000;1997-04-10 00:00:00;France
10493;69;Gudbrandsdalsost;288.0000;1997-04-10 00:00:00;France
10494;56;Gnocchi di nonna Alice;912.0000;1997-04-09 00:00:00;Brazil
10495;23;Tunnbröd;72.0000;1997-04-11 00:00:00;Canada
10495;41;Jack's New England Clam Chowder;154.0000;1997-04-11 00:00:00;Canada
10495;77;Original Frankfurter grüne Soße;52.0000;1997-04-11 00:00:00;Canada
10496;31;Gorgonzola Telino;200.0000;1997-04-07 00:00:00;Brazil
10497;56;Gnocchi di nonna Alice;425.6000;1997-04-07 00:00:00;Germany
10497;72;Mozzarella di Giovanni;695.0000;1997-04-07 00:00:00;Germany
10497;77;Original Frankfurter grüne Soße;260.0000;1997-04-07 00:00:00;Germany
10498;24;Guaraná Fantástica;63.0000;1997-04-11 00:00:00;Venezuela
10498;40;Boston Crab Meat;92.0000;1997-04-11 00:00:00;Venezuela
10498;42;Singaporean Hokkien Fried Mee;420.0000;1997-04-11 00:00:00;Venezuela
10499;28;Rössle Sauerkraut;912.0000;1997-04-16 00:00:00;Venezuela
10499;49;Maxilaku;500.0000;1997-04-16 00:00:00;Venezuela
10500;15;Genen Shouyu;186.0000;1997-04-17 00:00:00;France
10500;28;Rössle Sauerkraut;364.8000;1997-04-17 00:00:00;France
10501;54;Tourtiere;149.0000;1997-04-16 00:00:00;Germany
10502;45;Rogede sild;199.5000;1997-04-29 00:00:00;Mexico
10502;53;Perth Pasties;196.8000;1997-04-29 00:00:00;Mexico
10502;67;Laughing Lumberjack Lager;420.0000;1997-04-29 00:00:00;Mexico
10503;14;Tofu;1627.5000;1997-04-16 00:00:00;Ireland
10503;65;Louisiana Fiery Hot Pepper Sauce;421.0000;1997-04-16 00:00:00;Ireland
10504;2;Chang;228.0000;1997-04-18 00:00:00;USA
10504;21;Sir Rodney's Scones;120.0000;1997-04-18 00:00:00;USA
10504;53;Perth Pasties;328.0000;1997-04-18 00:00:00;USA
10504;61;Sirop d'érable;712.5000;1997-04-18 00:00:00;USA
10505;62;Tarte au sucre;147.9000;1997-04-21 00:00:00;Canada
10506;25;NuNuCa Nuß-Nougat-Creme;252.0000;1997-05-02 00:00:00;Germany
10506;70;Outback Lager;210.0000;1997-05-02 00:00:00;Germany
10507;43;Ipoh Coffee;690.0000;1997-04-22 00:00:00;Mexico
10507;48;Chocolade;191.2500;1997-04-22 00:00:00;Mexico
10508;13;Konbu;60.0000;1997-05-13 00:00:00;Germany
10508;39;Chartreuse verte;180.0000;1997-05-13 00:00:00;Germany
10509;28;Rössle Sauerkraut;136.8000;1997-04-29 00:00:00;Germany
10510;29;Thüringer Rostbratwurst;4456.4400;1997-04-28 00:00:00;USA
10510;75;Rhönbräu Klosterbier;279.0000;1997-04-28 00:00:00;USA
10511;4;Chef Anton's Cajun Seasoning;1100.0000;1997-04-21 00:00:00;France
10511;7;Uncle Bob's Organic Dried Pears;1500.0000;1997-04-21 00:00:00;France
10511;8;Northwoods Cranberry Sauce;400.0000;1997-04-21 00:00:00;France
10512;24;Guaraná Fantástica;45.0000;1997-04-24 00:00:00;Brazil
10512;46;Spegesild;108.0000;1997-04-24 00:00:00;Brazil
10512;47;Zaanse koeken;57.0000;1997-04-24 00:00:00;Brazil
10512;60;Camembert Pierrot;408.0000;1997-04-24 00:00:00;Brazil
10513;21;Sir Rodney's Scones;400.0000;1997-04-28 00:00:00;Germany
10513;32;Mascarpone Fabioli;1600.0000;1997-04-28 00:00:00;Germany
10513;61;Sirop d'érable;427.5000;1997-04-28 00:00:00;Germany
10514;20;Sir Rodney's Marmalade;3159.0000;1997-05-16 00:00:00;Austria
10514;28;Rössle Sauerkraut;1596.0000;1997-05-16 00:00:00;Austria
10514;56;Gnocchi di nonna Alice;2660.0000;1997-05-16 00:00:00;Austria
10514;65;Louisiana Fiery Hot Pepper Sauce;820.9500;1997-05-16 00:00:00;Austria
10514;75;Rhönbräu Klosterbier;387.5000;1997-05-16 00:00:00;Austria
10515;9;Mishi Kobe Niku;1552.0000;1997-05-23 00:00:00;Germany
10515;16;Pavlova;872.5000;1997-05-23 00:00:00;Germany
10515;27;Schoggi Schokolade;5268.0000;1997-05-23 00:00:00;Germany
10515;33;Geitost;40.0000;1997-05-23 00:00:00;Germany
10515;60;Camembert Pierrot;2856.0000;1997-05-23 00:00:00;Germany
10516;18;Carnarvon Tigers;1562.5000;1997-05-01 00:00:00;Ireland
10516;41;Jack's New England Clam Chowder;772.0000;1997-05-01 00:00:00;Ireland
10516;42;Singaporean Hokkien Fried Mee;280.0000;1997-05-01 00:00:00;Ireland
10517;52;Filo Mix;42.0000;1997-04-29 00:00:00;UK
10517;59;Raclette Courdavault;220.0000;1997-04-29 00:00:00;UK
10517;70;Outback Lager;90.0000;1997-04-29 00:00:00;UK
10518;24;Guaraná Fantástica;22.5000;1997-05-05 00:00:00;Mexico
10518;38;Côte de Blaye;3952.5000;1997-05-05 00:00:00;Mexico
10518;44;Gula Malacca;175.0500;1997-05-05 00:00:00;Mexico
10519;10;Ikura;496.0000;1997-05-01 00:00:00;Switzerland
10519;56;Gnocchi di nonna Alice;1520.0000;1997-05-01 00:00:00;Switzerland
10519;60;Camembert Pierrot;340.0000;1997-05-01 00:00:00;Switzerland
10520;24;Guaraná Fantástica;36.0000;1997-05-01 00:00:00;Norway
10520;53;Perth Pasties;164.0000;1997-05-01 00:00:00;Norway
10521;35;Steeleye Stout;54.0000;1997-05-02 00:00:00;Argentina
10521;41;Jack's New England Clam Chowder;96.5000;1997-05-02 00:00:00;Argentina
10521;68;Scottish Longbreads;75.0000;1997-05-02 00:00:00;Argentina
10522;1;Chai;720.0000;1997-05-06 00:00:00;Germany
10522;8;Northwoods Cranberry Sauce;960.0000;1997-05-06 00:00:00;Germany
10522;30;Nord-Ost Matjeshering;517.8000;1997-05-06 00:00:00;Germany
10522;40;Boston Crab Meat;460.0000;1997-05-06 00:00:00;Germany
10523;17;Alice Mutton;975.0000;1997-05-30 00:00:00;UK
10523;20;Sir Rodney's Marmalade;1215.0000;1997-05-30 00:00:00;UK
10523;37;Gravad lax;468.0000;1997-05-30 00:00:00;UK
10523;41;Jack's New England Clam Chowder;57.9000;1997-05-30 00:00:00;UK
10524;10;Ikura;62.0000;1997-05-07 00:00:00;Sweden
10524;30;Nord-Ost Matjeshering;258.9000;1997-05-07 00:00:00;Sweden
10524;43;Ipoh Coffee;2760.0000;1997-05-07 00:00:00;Sweden
10524;54;Tourtiere;111.7500;1997-05-07 00:00:00;Sweden
10525;36;Inlagd Sill;570.0000;1997-05-23 00:00:00;France
10525;40;Boston Crab Meat;276.0000;1997-05-23 00:00:00;France
10526;1;Chai;144.0000;1997-05-15 00:00:00;Finland
10526;13;Konbu;60.0000;1997-05-15 00:00:00;Finland
10526;56;Gnocchi di nonna Alice;1140.0000;1997-05-15 00:00:00;Finland
10527;4;Chef Anton's Cajun Seasoning;1100.0000;1997-05-07 00:00:00;Germany
10527;36;Inlagd Sill;570.0000;1997-05-07 00:00:00;Germany
10528;11;Queso Cabrales;63.0000;1997-05-09 00:00:00;USA
